title,url,categories,description_short,description_long,difficulty,duration,free_option,number_of_enroll,rating,paid_option,language,subtitle,platform,provider,image_url
3D Reconstruction - Single Viewpoint,https://www.coursera.org/learn/3d-reconstruction---single-viewpoint,"Computer Science, Algorithms",,"This course focuses on the recovery of the 3D structure of a scene from its 2D images. In particular, we are interested in the 3D reconstruction of a rigid scene from images taken by a stationary camera (same viewpoint). This problem is interesting as we want the multiple images of the scene to capture complementary information despite the fact that the scene is rigid and the camera is fixed. To this end, we explore several ways of capturing images where each image provides additional information about the scene.In order to estimate scene properties (depth, surface orientation, material properties, etc.) we first define several important radiometric concepts, such as, light source intensity, surface illumination, surface brightness, image brightness and surface reflectance. Then, we tackle the challenging problem of shape from shading - recovering the shape of a surface from its shading in a single image. Next, we show that if multiple images of a scene of known reflectance are taken while changing the illumination direction, the surface normal at each scene point can be computed. This method, called photometric stereo, provides a dense surface normal map that can be integrated to obtain surface shape. 

Next, we discuss depth from defocus, which uses the limited depth of field of the camera to estimate scene structure. From a small number of images taken by changing the focus setting of the lens, a dense depth of the scene is recovered. Finally, we present a suite of techniques that use active illumination (the projection of light patterns onto the scene) to get precise 3D reconstructions of the scene. These active illumination methods are the workhorse of factory automation. They are used on manufacturing lines to assemble products and inspect their visual quality. They are also extensively used in other domains such as driverless cars, robotics, surveillance, medical imaging and special effects in movies.",0,1,1,0,0.0,Refer to link for price,English,English,Coursera,Columbia University,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
A Bridge to the World: Korean Language for Beginners â ,https://www.coursera.org/learn/korean-beginners,"Language Learning, Other Languages",,"This course is an introductory course to Korean language that aims to cultivate basic communication skill for those that are interested in learning Korean language.The course is composed of essential expressions that are often used in everyday life, and designed to teach grammars using basic dialogues which reflect colloquial characteristics of Korean language so by end of this course, a student will be able to express him/herself on ordinary topics.
Also, the course provides dialogues used in both formal and informal situations to help students to express in Korean language appropriately in particular situations, and provides various material to help students to understand unique culture of Korean language.

Chief Contents Developer: Won-Sook Hyun
Contents Developers: Eun-Sil Hong, Ha-ra Yu
Production Assistant: Sa-ra Yoo
Part of this course was developed with K-MOOC(Korean MOOC) funds.",0,1,1,18144,4.8,Refer to link for price,English,English,Coursera,Sungkyunkwan University,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
A Circular Economy of Metals: Towards a Sustainable Societal Metabolism,https://www.coursera.org/learn/circular-economy-metals,"Physical Science and Engineering, Environmental Science and Sustainability",,"Metals are present everywhere around us and are one of the major materials upon which our economies are built. Economic development is deeply coupled with the use of metals. During the 20th century, the variety of metal applications in society grew rapidly. In addition to mass applications such as steel in buildings and aluminium in planes, more and more different metals are in use for innovative technologies such as the use of the speciality metal indium in LCD screens.  A lot of metals will be needed in the future. It will not be easy to provide them. In particular in emerging economies, but also in industrialised countries, the demand for metals is increasing rapidly. Mining and production activities expand, and with that also the environmental consequences of metal production.  

In this course, we will explore those consequences and we will also explore options to move towards a more sustainable system of metals production and use. We will focus especially on the options to reach a circular economy for metals: keeping metals in use for a very long time, to avoid having to mine new ones.  

This course is based on the reports of the Global Metals Flows Group of the International Resource Panel that is part of UN Environment.  An important aspect that will come back each week, are the UN Sustainable Development Goals, the SDGs. Those are ambitious goals to measure our progress towards a more sustainable world. We will use the SDGs as a touching stone for the assessment of the metals challenge, as well as the solutions we present in this course to solve that challenge.",0,1,1,4683,4.8,Refer to link for price,English,English,Coursera,Universiteit Leiden,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
A Practical Introduction to Test-Driven Development,https://www.coursera.org/learn/a-practical-introduction-to-test-driven-development,"Computer Science, Software Development",,"To be a proficient developer you need to have a solid grasp of test writing before putting code into production. In this course, we will take a hands-on look at Test-Driven Development by writing and implementing tests as soon as week one. TDD starts with good unit tests, so we will start there. Topics will also cover translating user specs into unit tests, applying the Red-Green-Refactor mantra, and applying mocks in python with the unittest.mock module. Once finished, you will have covered all the steps of TDD before development",1,1,1,0,0.0,Refer to link for price,English,English,Coursera,LearnQuest,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
AI Workflow: AI in Production,https://www.coursera.org/learn/ibm-ai-workflow-ai-production,"Data Science, Machine Learning",,"This is the sixth course in the IBM AI Enterprise Workflow Certification specialization.Â Â  You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.Â Â Â Â This course focuses on models in production at a hypothetical streaming media company.Â  There is an introduction to IBM Watson Machine Learning.Â  You will build your own API in a Docker container and learn how to manage containers with Kubernetes.Â  The course also introducesÂ  several other tools in the IBM ecosystem designed to help deploy or maintain models in production.Â  The AI workflow is not a linear process so there is some time dedicated to the most important feedback loops in order to promote efficient iteration on the overall workflow.
Â 
By the end of this course you will be able to:
1.Â  Use Docker to deploy a flask application
2.Â  Deploy a simple UI to integrate the ML model, Watson NLU, and Watson Visual Recognition
3.Â  Discuss basic Kubernetes terminology
4.Â  Deploy a scalable web application on KubernetesÂ 
5.Â  Discuss the different feedback loops in AI workflow
6.Â  Discuss the use of unit testing in the context of model production
7.Â  Use IBM Watson OpenScale to assess bias and performance of production machine learning models.

Who should take this course?
This course targets existing data science practitioners that have expertise building machine learning models, who want to deepen their skills on building and deploying AI in large enterprises. If you are an aspiring Data Scientist, this course is NOT for you as you need real world expertise to benefit from the content of these courses.
Â 
What skills should you have?
It is assumed that you have completed Courses 1 through 5 of the IBM AI Enterprise Workflow specialization and you have a solid understanding of the following topics prior to starting this course: Fundamental understanding of Linear Algebra; Understand sampling, probability theory, and probability distributions; Knowledge of descriptive and inferential statistical concepts; General understanding of machine learning techniques and best practices; Practiced understanding of Python and the packages commonly used in data science: NumPy, Pandas, matplotlib, scikit-learn; Familiarity with IBM Watson Studio; Familiarity with the design thinking process.",2,1,1,2312,4.5,Refer to link for price,English,English,Coursera,IBM,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
AI Workflow: Business Priorities and Data Ingestion,https://www.coursera.org/learn/ibm-ai-workflow-business-priorities-data-ingestion,"Data Science, Machine Learning",,"This is the first course of a six part specialization.Â  You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.This first course in the IBM AI Enterprise Workflow Certification specialization introduces you to the scope of the specialization and prerequisites.Â  Specifically, the courses in this specialization are meant for practicing data scientists who are knowledgeable about probability, statistics, linear algebra, and Python tooling for data science and machine learning.Â  A hypothetical streaming media company will be introduced as your new client.Â  You will be introduced to the concept of design thinking, IBMs framework for organizing large enterprise AI projects.Â  You will also be introduced to the basics of scientific thinking, because the quality that distinguishes a seasoned data scientist from a beginner is creative, scientific thinking.Â  Finally you will start your work for the hypothetical media company by understanding the data they have, and by building a data ingestion pipeline using Python and Jupyter notebooks.
Â 
By the end of this course you should be able to:
1.Â  Know the advantages of carrying out data science using a structured process
2.Â  Describe how the stages of design thinking correspond to the AI enterprise workflow
3.Â  Discuss several strategies used to prioritize business opportunities
4.Â  Explain where data science and data engineering have the most overlap in the AI workflow
5.Â  Explain the purpose of testing in data ingestionÂ 
6.Â  Describe the use case for sparse matrices as a target destination for data ingestionÂ 
7.Â  Know the initial steps that can be taken towards automation of data ingestion pipelines
Â 
Who should take this course?
This course targets existing data science practitioners that have expertise building machine learning models, who want to deepen their skills on building and deploying AI in large enterprises. If you are an aspiring Data Scientist, this course is NOT for you as you need real world expertise to benefit from the content of these courses.
Â 
What skills should you have?
It is assumed you have a solid understanding of the following topics prior to starting this course: Fundamental understanding of Linear Algebra; Understand sampling, probability theory, and probability distributions; Knowledge of descriptive and inferential statistical concepts; General understanding of machine learning techniques and best practices; Practiced understanding of Python and the packages commonly used in data science: NumPy, Pandas, matplotlib, scikit-learn; Familiarity with IBM Watson Studio; Familiarity with the design thinking process.",1,0,1,4260,4.3,Refer to link for price,English,English,Coursera,IBM,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
AI Workflow: Data Analysis and Hypothesis Testing,https://www.coursera.org/learn/ibm-ai-workflow-data-analysis-hypothesis-testing,"Data Science, Machine Learning",,"This is the second course in the IBM AI Enterprise Workflow Certification specialization.Â  You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.Â Â In this course you will begin your work for a hypothetical streaming media company by doing exploratory data analysis (EDA).Â  Best practices for data visualization, handling missing data, and hypothesis testing will be introduced to you as part of your work.Â  You will learn techniques of estimation with probability distributions and extending these estimates to apply null hypothesis significance tests. You will apply what you learn through two hands on case studies: data visualization and multiple testing using a simple pipeline.
Â 
By the end of this course you should be able to:
1.Â  List several best practices concerning EDA and data visualization
2.Â  Create a simple dashboard in Watson Studio
3.Â  Describe strategies for dealing with missing data
4.Â  Explain the difference between imputation and multiple imputation
5.Â  Employ common distributions to answer questions about event probabilities
6.Â  Explain the investigative role of hypothesis testing in EDA
7.Â  Apply several methods for dealing with multiple testing
Â 
Who should take this course?
This course targets existing data science practitioners that have expertise building machine learning models, who want to deepen their skills on building and deploying AI in large enterprises. If you are an aspiring Data Scientist, this course is NOT for you as you need real world expertise to benefit from the content of these courses.

What skills should you have?
It is assumed that you have completed Course 1 of the IBM AI Enterprise Workflow specialization and have a solid understanding of the following topics prior to starting this course: Fundamental understanding of Linear Algebra; Understand sampling, probability theory, and probability distributions; Knowledge of descriptive and inferential statistical concepts; General understanding of machine learning techniques and best practices; Practiced understanding of Python and the packages commonly used in data science: NumPy, Pandas, matplotlib, scikit-learn; Familiarity with IBM Watson Studio; Familiarity with the design thinking process.",2,1,1,2710,4.2,Refer to link for price,English,English,Coursera,IBM,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
AI Workflow: Enterprise Model Deployment,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-model-deployment,"Data Science, Machine Learning",,"This is the fifth course in the IBM AI Enterprise Workflow Certification specialization.Â Â  You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.This course introduces you to an area that few data scientists are able to experience: Deploying models for use in large enterprises.Â  Apache Spark is a very commonly used framework for running machine learning models.Â  Best practices for using Spark will be covered in this course.Â  Best practices for data manipulation, model training, and model tuning will also be covered.Â  The use case will call for the creation and deployment of a recommender system. The course wraps up with an introduction to model deployment technologies.
Â 
By the end of this course you will be able to:
1.Â  Use Apache Spark's RDDs, dataframes, and a pipeline
2.Â  Employ spark-submit scripts to interface with Spark environments
3.Â  Explain how collaborative filtering and content-based filtering work
4.Â  Build a data ingestion pipeline using Apache Spark and Apache Spark streaming
5.Â  Analyze hyperparameters in machine learning models on Apache Spark
6.Â  Deploy machine learning algorithms using the Apache Spark machine learning interface
7.Â  Deploy a machine learning model from Watson Studio to Watson Machine Learning

Who should take this course?
This course targets existing data science practitioners that have expertise building machine learning models, who want to deepen their skills on building and deploying AI in large enterprises. If you are an aspiring Data Scientist, this course is NOT for you as you need real world expertise to benefit from the content of these courses.

What skills should you have?
It is assumed that you have completed Courses 1 through 4 of the IBM AI Enterprise Workflow specialization and you have a solid understanding of the following topics prior to starting this course: Fundamental understanding of Linear Algebra; Understand sampling, probability theory, and probability distributions; Knowledge of descriptive and inferential statistical concepts; General understanding of machine learning techniques and best practices; Practiced understanding of Python and the packages commonly used in data science: NumPy, Pandas, matplotlib, scikit-learn; Familiarity with IBM Watson Studio; Familiarity with the design thinking process.",2,0,1,1919,4.2,Refer to link for price,English,English,Coursera,IBM,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
AI Workflow: Feature Engineering and Bias Detection,https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection,"Data Science, Machine Learning",,"This is the third course in the IBM AI Enterprise Workflow Certification specialization.Â Â Â  You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.Â Â Course 3 introduces you to the next stage of the workflow for our hypothetical media company.Â  In this stage of work you will learn best practices for feature engineering, handling class imbalances and detecting bias in the data.Â  Class imbalances can seriously affect the validity of your machine learning models, and the mitigation of bias in data is essential to reducing the risk associated with biased models.Â  These topics will be followed by sections on best practices for dimension reduction, outlier detection, and unsupervised learning techniques for finding patterns in your data.Â  The case studies will focus on topic modeling and data visualization.
Â 
By the end of this course you will be able to:
1.Â  Employ the tools that help address class and class imbalance issues
2.Â  Explain the ethical considerations regarding bias in data
3.Â  Employ ai Fairness 360 open source libraries to detect bias in models
4.Â  Employ dimension reduction techniques for both EDA and transformations stages
5.Â  Describe topic modeling techniques in natural language processing
6.Â  Use topic modeling and visualization to explore text data
7.Â  Employ outlier handling best practices in high dimension data
8.Â  Employ outlier detection algorithms as a quality assurance tool and a modeling tool
9.Â  Employ unsupervised learning techniques using pipelines as part of the AI workflow
10.Â  Employ basic clustering algorithms
Â 
Who should take this course?
This course targets existing data science practitioners that have expertise building machine learning models, who want to deepen their skills on building and deploying AI in large enterprises. If you are an aspiring Data Scientist, this course is NOT for you as you need real world expertise to benefit from the content of these courses.
Â 
What skills should you have?
It is assumed that you have completed Courses 1 and 2 of the IBM AI Enterprise Workflow specialization and you have a solid understanding of the following topics prior to starting this course: Fundamental understanding of Linear Algebra; Understand sampling, probability theory, and probability distributions; Knowledge of descriptive and inferential statistical concepts; General understanding of machine learning techniques and best practices; Practiced understanding of Python and the packages commonly used in data science: NumPy, Pandas, matplotlib, scikit-learn; Familiarity with IBM Watson Studio; Familiarity with the design thinking process.",2,1,1,2551,4.5,Refer to link for price,English,English,Coursera,IBM,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
"AI Workflow: Machine Learning, Visual Recognition and NLP",https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-vr-nlp,"Data Science, Machine Learning",,"This is the fourth course in the IBM AI Enterprise Workflow Certification specialization.Â Â Â  You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.Â Course 4 covers the next stage of the workflow, setting up models and their associated data pipelines for a hypothetical streaming media company.Â  The first topic covers the complex topic of evaluation metrics, where you will learn best practices for a number of different metrics including regression metrics, classification metrics, and multi-class metrics, which you will use to select the best model for your business challenge.Â  The next topics cover best practices for different types of models including linear models, tree-based models, and neural networks.Â  Out-of-the-box Watson models for natural language understanding and visual recognition will be used.Â  There will be case studies focusing on natural language processing and on image analysis to provide realistic context for the model pipelines.
Â 
By the end of this course you will be able to:
Discuss common regression, classification, and multilabel classification metrics
Explain the use of linear and logistic regression in supervised learning applications
Describe common strategies for grid searching and cross-validation
Employ evaluation metrics to select models for production use
Explain the use of tree-based algorithms in supervised learning applications
Explain the use of Neural Networks in supervised learning applications
Discuss the major variants of neural networks and recent advances
Create a neural net model in Tensorflow
Create and test an instance of Watson Visual Recognition
Create and test an instance of Watson NLU

Who should take this course?
This course targets existing data science practitioners that have expertise building machine learning models, who want to deepen their skills on building and deploying AI in large enterprises. If you are an aspiring Data Scientist, this course is NOT for you as you need real world expertise to benefit from the content of these courses.
Â 
What skills should you have?
It is assumed that you have completed Courses 1 through 3 of the IBM AI Enterprise Workflow specialization and you have a solid understanding of the following topics prior to starting this course: Fundamental understanding of Linear Algebra; Understand sampling, probability theory, and probability distributions; Knowledge of descriptive and inferential statistical concepts; General understanding of machine learning techniques and best practices; Practiced understanding of Python and the packages commonly used in data science: NumPy, Pandas, matplotlib, scikit-learn; Familiarity with IBM Watson Studio; Familiarity with the design thinking process.",2,1,1,2755,4.5,Refer to link for price,English,English,Coursera,IBM,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
AI and the Illusion of Intelligence,https://www.coursera.org/learn/ai-and-the-illusion-of-intelligence,"Computer Science, Software Development",,"Will AI soon be surpassing humans? This is rapidly becoming one of the central questions of our time -- but it is the wrong question. In this course, we will provide a non-technical look at where AI has come from, and where it is going. We will see that there is no reason to expect that AI will be surpassing humans. Instead, what we are learning to create with AI is the illusion of intelligence.",0,0,1,0,0.0,Refer to link for price,English,English,Coursera,Copenhagen Business School,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
ANOVA and Experimental Design,https://www.coursera.org/learn/anova-and-experimental-design,"Data Science, Probability and Statistics",,"This second course in statistical modeling will introduce students to the study of the analysis of variance (ANOVA), analysis of covariance (ANCOVA), and experimental design. ANOVA and ANCOVA, presented as a type of linear regression model, will provide the mathematical basis for designing experiments for data science applications. Emphasis will be placed on important design-related concepts, such as randomization, blocking, factorial design, and causality. Some attention will also be given to ethical issues raised in experimentation.This course can be taken for academic credit as part of CU Boulderâs Master of Science in Data Science (MS-DS) degree offered on the Coursera platform. The MS-DS is an interdisciplinary degree that brings together faculty from CU Boulderâs departments of Applied Mathematics, Computer Science, Information Science, and others. With performance-based admissions and no application process, the MS-DS is ideal for individuals with a broad range of undergraduate education and/or professional experience in computer science, information science, mathematics, and statistics. Learn more about the MS-DS program at https://www.coursera.org/degrees/master-of-science-data-science-boulder.

Logo adapted from photo by Vincent Ledvina on Unsplash",1,1,1,0,0.0,Refer to link for price,English,English,Coursera,University of Colorado Boulder,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
API Design and Fundamentals of Google Cloud's Apigee API Platform,https://www.coursera.org/learn/api-design-apigee-gcp,"Computer Science, Design and Product",,"In this course, you learn how to design APIs, and how to use OpenAPI specifications to document them. You learn about the API life cycle, and how the Apigee API platform helps you manage all aspects of the life cycle. You learn about how APIs can be designed using API proxies, and how APIs are packaged as API products to be used by app developers.Through a combination of lectures, hands-on labs, and supplemental materials, you will learn how to design, build, secure, deploy, and manage API solutions using Google Cloud's Apigee API Platform.",1,0,1,28575,4.7,Refer to link for price,English,English,Coursera,Google Cloud,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
