Course Name,URL,Categories,Short Description,Long Description,Difficulty,Duration,Free Option,Number of Enrolled,Rating,Paid Option,Language,Subtitle Language,Platform,Provider,Image URL
Scratch to Python: Moving from Block- to Text-based Programming,https://www.futurelearn.com/courses/block-to-text-based-programming,Computer Science,The course will show you the power of text-based programming and give you the tools to support your students’ transition.,The course will show you the power of text-based programming and give you the tools to support your students’ transition.,1,0,1,20587.0,4.7,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Teach Computing in Schools: Creating a Curriculum for Ages 11 to 16,https://www.futurelearn.com/courses/teach-computing-in-schools-creating-a-curriculum-for-ages-11-to-16,Computer Science,"Studying with computing experts at the Raspberry Pi Foundation, you’ll learn how to create a high-quality curriculum for your computing classes, in a way that fits your setting and with a minimal workload.","Studying with computing experts at the Raspberry Pi Foundation, you’ll learn how to create a high-quality curriculum for your computing classes, in a way that fits your setting and with a minimal workload.",1,0,1,1427.0,4.8,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Teaching Physical Computing to 5- to 11-year-olds,https://www.futurelearn.com/courses/teaching-physical-computing-to-5-to-11-year-olds,Computer Science,"At the end of the course, you’ll create your own physical computing project involving a buggy to help cement your knowledge and put what you have learned into practice.","At the end of the course, you’ll create your own physical computing project involving a buggy to help cement your knowledge and put what you have learned into practice.",0,0,1,946.0,4.8,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Teaching Physical Computing with Raspberry Pi and Python,https://www.futurelearn.com/courses/physical-computing-raspberry-pi-python,Computer Science,"In the final week, you will create a physical computing project of your own.","In the final week, you will create a physical computing project of your own.",0,0,1,44867.0,4.7,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Computer Programming for Everyone,https://www.futurelearn.com/courses/computer-programming-for-everyone,Computer Science,Featured in the UK government’s The Skills Toolkit collection.,Featured in the UK government’s The Skills Toolkit collection.,0,0,1,117529.0,4.7,Rs.550,English,English,FutureLearn,University of Leeds & Institute of Coding,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Getting Started with Your Raspberry Pi,https://www.futurelearn.com/courses/getting-started-with-your-raspberry-pi,Computer Science,Supported by Micron Technology.,Supported by Micron Technology.,0,0,1,16153.0,4.8,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Understanding the Internet,https://www.futurelearn.com/courses/understanding-the-internet,Computer Science,"By exploring the challenges of an internet based society, you’ll finish this course understanding how the internet works and how it is operated, as well as how it is managed and governed.","By exploring the challenges of an internet based society, you’ll finish this course understanding how the internet works and how it is operated, as well as how it is managed and governed.",0,1,1,4.0,4.6000000000000005,Rs.550,English,English,FutureLearn,Keio University & APIE (Asia Pacific Internet Engineering Program),https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
AI for Legal Professionals (II): Tools for Lawyers,https://www.futurelearn.com/courses/ai-for-legal-professionals-ii-,Computer Science,This course follows on from AI for Legal Professionals (I): Law and Policy.,This course follows on from AI for Legal Professionals (I): Law and Policy.,1,1,1,1489.0,4.6000000000000005,Rs.550,English,English,FutureLearn,National Yang Ming Chiao Tung University,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
An Introduction to Computer Networking for Teachers,https://www.futurelearn.com/courses/introduction-to-networking,Computer Science,"On this course, you will learn to describe the different types of computer networks and understand how data can be transmitted securely. You will cover real world usage of networking technology to enhance your understanding. You will also become more familiar with how the internet works, including routing, DNS, and the World Wide Web.","On this course, you will learn to describe the different types of computer networks and understand how data can be transmitted securely. You will cover real world usage of networking technology to enhance your understanding. You will also become more familiar with how the internet works, including routing, DNS, and the World Wide Web.",0,0,1,17181.0,4.7,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Improving Computing Classroom Practice Through Action Research,https://www.futurelearn.com/courses/improving-computing-classroom-practice-through-action-research,Computer Science,"As well as planning a research project, you’ll also look at how you can analyse the data that you collect. You’ll then consider how the results of your research should inform your future practice.","As well as planning a research project, you’ll also look at how you can analyse the data that you collect. You’ll then consider how the results of your research should inform your future practice.",0,0,1,1907.0,4.9,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Introduction to Programming with Scratch,https://www.futurelearn.com/courses/introduction-to-programming-with-scratch,Computer Science,"Then, you’ll bring all of your new programming knowledge and skills together to build your own game or animation using the tools and concepts you’ve learnt throughout this course.","Then, you’ll bring all of your new programming knowledge and skills together to build your own game or animation using the tools and concepts you’ve learnt throughout this course.",0,0,1,3157.0,4.9,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Programming with GUIs,https://www.futurelearn.com/courses/programming-with-guis,Computer Science,"At the end of the course, you’ll put everything that you’ve learnt into practice to make an emoji-matching game.","At the end of the course, you’ll put everything that you’ve learnt into practice to make an emoji-matching game.",1,0,1,10297.0,4.6,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Teaching Data and Information to 5- to 11-year-olds,https://www.futurelearn.com/courses/teaching-data-information-to-5-to-11-year-olds,Computer Science,You’ll then learn how to apply the knowledge and skills you have gained in your own setting.,You’ll then learn how to apply the knowledge and skills you have gained in your own setting.,1,0,1,738.0,4.6000000000000005,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Understanding Computer Systems,https://www.futurelearn.com/courses/computer-systems,Computer Science,"You will learn what the computer operating system does and why you need it. You will also compare software and hardware, understand the importance of the central processing unit (CPU), and address factors that affect computer performance.","You will learn what the computer operating system does and why you need it. You will also compare software and hardware, understand the importance of the central processing unit (CPU), and address factors that affect computer performance.",0,0,1,12981.0,4.7,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Introduction to Plant Phenotyping Technologies,https://www.futurelearn.com/courses/plant-phenotyping-technologies,Computer Science,"By the end of this course, you’ll have been introduced to some phenotyping equipment, concepts and data, and thought about how to use this data to inform crop production.","By the end of this course, you’ll have been introduced to some phenotyping equipment, concepts and data, and thought about how to use this data to inform crop production.",0,0,1,4.0,4.6000000000000005,Rs.550,English,English,FutureLearn,The University of Nottingham & University of Lincoln,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Artificial Intelligence: Distinguishing Between Fact and Fiction,https://www.futurelearn.com/courses/artificial-intelligence-fact-fiction,Computer Science,"You will have the chance to examine Alan Turing’s scholarship following his codebreaking successes in World War II at Bletchley Park. You will also explore how John McCarthy coined the term ‘artificial intelligence (AI)’ and the current state of the art, including manufacturing and social robotics.","You will have the chance to examine Alan Turing’s scholarship following his codebreaking successes in World War II at Bletchley Park. You will also explore how John McCarthy coined the term ‘artificial intelligence (AI)’ and the current state of the art, including manufacturing and social robotics.",0,0,1,8045.0,4.3,Rs.550,English,English,FutureLearn,Coventry University & Institute of Coding,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Begin Robotics,https://www.futurelearn.com/courses/begin-robotics,Computer Science,"If you’d like to find out more but don’t have Hawking’s brain or an advanced qualification in cybernetics, this course is for you. You won’t require a soldering iron, but you’ll explore the key components of robot design, control and behaviour through a series of simulations that will have you test driving an ERIC – our very own University of Reading mobile robot. You’ll command ERIC to explore its environment avoiding obstacles, follow a line, and act like a Braitenberg vehicle.","If you’d like to find out more but don’t have Hawking’s brain or an advanced qualification in cybernetics, this course is for you. You won’t require a soldering iron, but you’ll explore the key components of robot design, control and behaviour through a series of simulations that will have you test driving an ERIC – our very own University of Reading mobile robot. You’ll command ERIC to explore its environment avoiding obstacles, follow a line, and act like a Braitenberg vehicle.",0,1,1,68090.0,4.6,Rs.550,English,English,FutureLearn,University of Reading,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Ethical Hacking: An Introduction,https://www.futurelearn.com/courses/ethical-hacking-an-introduction,Computer Science,You’ll also explore the processes and legal framework of penetration testing and take part in a simple exploitation exercise in the first of a series of carefully-constructed scenarios designed to develop your ethical hacking skills.,You’ll also explore the processes and legal framework of penetration testing and take part in a simple exploitation exercise in the first of a series of carefully-constructed scenarios designed to develop your ethical hacking skills.,0,0,1,18752.0,4.4,Rs.550,English,English,FutureLearn,Coventry University & Institute of Coding,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Introduction to Digital Transformation and E-Commerce,https://www.futurelearn.com/courses/digital-transformation-e-commerce,Computer Science,"By the end of the course, you’ll have a deeper understanding of the challenges affecting digital businesses around the world today and the digital business management strategies that can help solve them.","By the end of the course, you’ll have a deeper understanding of the challenges affecting digital businesses around the world today and the digital business management strategies that can help solve them.",1,0,1,2703.0,3.9,Rs.550,English,English,FutureLearn,Coventry University,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
The Cyber Security Landscape,https://www.futurelearn.com/courses/cyber-security-landscape,Computer Science,"You will explore emerging cyber security risks, types of cyber attacks and the impact that they can have on organisations, and the specific threats posed by new technologies.","You will explore emerging cyber security risks, types of cyber attacks and the impact that they can have on organisations, and the specific threats posed by new technologies.",0,0,1,7900.0,4.6,Rs.550,English,English,FutureLearn,Coventry University,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
How Computers Work: Demystifying Computation,https://www.futurelearn.com/courses/how-computers-work,Computer Science,"Ultimately you’ll complete the course with an understanding of the processes that underpin every modern computer – from supercomputers to smartphones, and everything in between.","Ultimately you’ll complete the course with an understanding of the processes that underpin every modern computer – from supercomputers to smartphones, and everything in between.",1,0,1,17849.0,4.6,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Introduction to Cybersecurity for Teachers,https://www.futurelearn.com/courses/teaching-cybersecurity,Computer Science,"You will learn the different attacks that individuals and devices are vulnerable to and how to prevent them. You will explore malware, malicious bots, SQL injections, and physical threats to data. You will also build your knowledge of the different tools that protect data and websites. These include strong passwords, biometrics, two-factor authentication, and firewalls.","You will learn the different attacks that individuals and devices are vulnerable to and how to prevent them. You will explore malware, malicious bots, SQL injections, and physical threats to data. You will also build your knowledge of the different tools that protect data and websites. These include strong passwords, biometrics, two-factor authentication, and firewalls.",0,0,1,12771.0,4.8,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Introduction to Databases and SQL,https://www.futurelearn.com/courses/introduction-to-databases-and-sql,Computer Science,"Learning about databases and SQL is a key component of Computer Science, so it’s important for educators, students, and parents alike to feel confident about the subject.","Learning about databases and SQL is a key component of Computer Science, so it’s important for educators, students, and parents alike to feel confident about the subject.",0,0,1,22353.0,4.8,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Introduction to Machine Learning and AI,https://www.futurelearn.com/courses/introduction-to-machine-learning,Computer Science,"In the final week of the course, you’ll investigate neural networks; a type of machine learning inspired by the structure of the brain that is used by many state-of-the-art AI systems such as YOTI’s age determination algorithm.","In the final week of the course, you’ll investigate neural networks; a type of machine learning inspired by the structure of the brain that is used by many state-of-the-art AI systems such as YOTI’s age determination algorithm.",0,0,1,5861.0,4.9,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Introduction to Web Development,https://www.futurelearn.com/courses/introduction-to-web-development,Computer Science,"In the final week, you’ll design and create a quiz web page and demonstrate your new skills by making your own website.","In the final week, you’ll design and create a quiz web page and demonstrate your new skills by making your own website.",0,0,1,39952.0,4.7,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Object-oriented Programming in Python: Create Your Own Adventure Game,https://www.futurelearn.com/courses/object-oriented-principles,Computer Science,"If you’re an educator, you’ll also be able to develop ideas for using object-oriented programming in your classroom.","If you’re an educator, you’ll also be able to develop ideas for using object-oriented programming in your classroom.",0,0,1,60310.0,4.8,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Programming 103: Saving and Structuring Data,https://www.futurelearn.com/courses/programming-103-data,Computer Science,"You will explore various common types of structured files, including CSV and JSON, and also find out how to connect to a SQL database to use it in your Python programs.","You will explore various common types of structured files, including CSV and JSON, and also find out how to connect to a SQL database to use it in your Python programs.",1,0,1,15144.0,4.8,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Robotics With Raspberry Pi: Build and Program Your First Robot Buggy,https://www.futurelearn.com/courses/robotics-with-raspberry-pi,Computer Science,"You’ll examine the wider context of modern robotics, and think about how robotics affects society.","You’ll examine the wider context of modern robotics, and think about how robotics affects society.",1,0,1,7274.0,4.7,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Teaching Computing Systems and Networks to 5- to 11-year-olds,https://www.futurelearn.com/courses/teaching-computing-systems-and-networks-to-5-11-year-olds,Computer Science,"Young people also need to understand how to act on the internet - both for their own safety and to contribute to a pleasant online environment.  You’ll think about the skills and attitudes that young people need, and how you can help them develop these not only while teaching about computer networks, but also more generally across the curriculum.","Young people also need to understand how to act on the internet - both for their own safety and to contribute to a pleasant online environment.  You’ll think about the skills and attitudes that young people need, and how you can help them develop these not only while teaching about computer networks, but also more generally across the curriculum.",1,0,1,1489.0,4.8,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Teaching Programming to 5- to 11-year-olds,https://www.futurelearn.com/courses/teaching-programming-to-5-11-year-olds,Computer Science,"As well as undertaking several activities from the TCC during this course, you will use the knowledge you have gained to review a TCC teaching resource and adapt it for your learners’ needs.","As well as undertaking several activities from the TCC during this course, you will use the knowledge you have gained to review a TCC teaching resource and adapt it for your learners’ needs.",0,0,1,4616.0,4.8,Rs.550,English,English,FutureLearn,Raspberry Pi Foundation & National Centre for Computing Education,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Introduction to Machine Learning on AWS,https://www.futurelearn.com/courses/introduction-to-machine-learning-on-aws,Computer Science,"Having been created by experts at AWS Training and Certification, this course is the go-to way to develop your knowledge and understanding of Machine Learning on AWS.","Having been created by experts at AWS Training and Certification, this course is the go-to way to develop your knowledge and understanding of Machine Learning on AWS.",0,0,0,0,4.6000000000000005,Rs.550,English,English,FutureLearn,AWS Training and Certification,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
How to Use a Drone for Security Purposes,https://www.futurelearn.com/courses/how-to-use-a-drone-for-security-purposes,Computer Science,"Drawing from their own experiences with security clients, The Institute for Drone Technology is uniquely positioned to teach you everything you need to know about using drones for security.","Drawing from their own experiences with security clients, The Institute for Drone Technology is uniquely positioned to teach you everything you need to know about using drones for security.",1,0,1,4.0,4.6000000000000005,Rs.550,English,English,FutureLearn,The Institute for Drone Technology,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Introduction to Information Security Management,https://www.futurelearn.com/courses/introduction-to-information-security-management,Computer Science,"You’ll explore how a data breach happens, information security vulnerabilities, and the differences between attacks and threats. You’ll also learn how risk connects with vulnerability and threat.","You’ll explore how a data breach happens, information security vulnerabilities, and the differences between attacks and threats. You’ll also learn how risk connects with vulnerability and threat.",0,0,1,319.0,4.6000000000000005,Rs.550,English,English,FutureLearn,Universiti Malaya,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Architecting Solutions on AWS,https://www.futurelearn.com/courses/architecting-solutions-on-aws,Computer Science,"Finally, you’ll wrap up your learning by understanding a multi-account strategy centred on security and cost.","Finally, you’ll wrap up your learning by understanding a multi-account strategy centred on security and cost.",1,1,1,4.0,4.6000000000000005,Rs.550,English,English,FutureLearn,AWS Training and Certification,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Intermediate and Advanced Javascript,https://www.futurelearn.com/courses/intermediate-and-advanced-javascript,Computer Science,"By the end of this course, you’ll have a working knowledge of complex operations you can achieve with JavaScript and their applications within web development. With these skills, you’ll be able to elevate your web projects, producing highly interactive web page content.","By the end of this course, you’ll have a working knowledge of complex operations you can achieve with JavaScript and their applications within web development. With these skills, you’ll be able to elevate your web projects, producing highly interactive web page content.",0,1,0,0,4.6000000000000005,Rs.550,English,English,FutureLearn,Packt & FutureLearn,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Neurociencia y Metaverso,https://www.futurelearn.com/courses/neurociencia-y-metaverso,Computer Science,Este curso es importante para todos aquellos que quieren ir a la velocidad del cambio. Gran parte del éxito del internet y el desarrollo de las nuevas tecnologías consiste en el conocimiento de nuestra mente. Las realidades paralelas buscan expandir el ingenio y las fronteras humanas por eso en este curso revisaremos los cambios del cerebro y el conocimiento de este en las nuevas inmersiones tecnológicas.,Este curso es importante para todos aquellos que quieren ir a la velocidad del cambio. Gran parte del éxito del internet y el desarrollo de las nuevas tecnologías consiste en el conocimiento de nuestra mente. Las realidades paralelas buscan expandir el ingenio y las fronteras humanas por eso en este curso revisaremos los cambios del cerebro y el conocimiento de este en las nuevas inmersiones tecnológicas.,0,1,1,4.0,4.6000000000000005,Rs.550,English,English,FutureLearn,Universidad Pontificia Bolivariana,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Introduction to JavaScript,https://www.futurelearn.com/courses/introduction-to-javascript-1,Computer Science,"Now you are familiar with many of the core features of JavaScript, you could develop your skills further by taking the Intermediate and Advanced JavaScript course here.","Now you are familiar with many of the core features of JavaScript, you could develop your skills further by taking the Intermediate and Advanced JavaScript course here.",0,1,0,0,4.6000000000000005,Rs.550,English,English,FutureLearn,Packt & FutureLearn,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Agile and Continuous Workflows in Localization,https://www.futurelearn.com/courses/agile-workflows-in-localization,Computer Science,"Guided by the experts at Lokalise Academy, you’ll finish the course with the skills to ensure effective localization using agile and continuous development workflows.","Guided by the experts at Lokalise Academy, you’ll finish the course with the skills to ensure effective localization using agile and continuous development workflows.",0,0,1,2.0,4.6000000000000005,Rs.550,English,English,FutureLearn,Lokalise Academy,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Doing Business in Web3,https://www.futurelearn.com/courses/doing-business-in-web3,Computer Science,"By the end of this course, you’ll be familiar with the business models and processes unique to the Web3 industry. With this knowledge, you’ll be able to plan your own start-up using Web3, understanding the risks and rewards of working with innovative and emerging technology.","By the end of this course, you’ll be familiar with the business models and processes unique to the Web3 industry. With this knowledge, you’ll be able to plan your own start-up using Web3, understanding the risks and rewards of working with innovative and emerging technology.",1,1,1,592.0,4.6000000000000005,Rs.550,English,English,FutureLearn,"RMIT University, RMIT University Digital3 & RMIT Blockchain Innovation Hub",https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
Introduction to AI Applications in Pulmonary Medicine,https://www.futurelearn.com/courses/introduction-to-ai-applications-in-pulmonary-medicine,Computer Science,"By the end of this course, you’ll have a thorough overview of the ways in which AI, machine learning, and IoT technologies are transforming clinical care and approaches to pulmonary diseases.","By the end of this course, you’ll have a thorough overview of the ways in which AI, machine learning, and IoT technologies are transforming clinical care and approaches to pulmonary diseases.",0,0,1,4.0,4.6000000000000005,Rs.550,English,English,FutureLearn,Taipei Medical University,https://assets.futurelearn.com/packs/app/assets/images/fl_logo-f9d7f37a61915a2fbf8a26cbb285fed0.svg
